year,sex,age_group,country,mortality_rate
2065,m,11,e,2.78
2066,m,11,e,2.75
2067,m,11,e,2.72
2068,m,11,e,2.68
2069,m,11,e,2.65
2070,m,11,e,2.62
1981,m,12,e,20.17
1982,m,12,e,23.36
1983,m,12,e,18.76
1984,m,12,e,16.59
1985,m,12,e,18.25
1986,m,12,e,15.99
1987,m,12,e,16.99
1988,m,12,e,15.4
1989,m,12,e,19.09
1990,m,12,e,12.29
1991,m,12,e,15.34
1992,m,12,e,14.95
1993,m,12,e,17.05
1994,m,12,e,13.17
1995,m,12,e,11.81
1996,m,12,e,9.59
1997,m,12,e,10.49
1998,m,12,e,10.97
1999,m,12,e,10.77
2000,m,12,e,11.02
2001,m,12,e,10.63
2002,m,12,e,11.1
2003,m,12,e,9.22
2004,m,12,e,9.88
2005,m,12,e,9.93
2006,m,12,e,9.81
2007,m,12,e,11.54
2008,m,12,e,9.25
2009,m,12,e,7.4
2010,m,12,e,7.37
2011,m,12,e,7.15
2012,m,12,e,6.94
2013,m,12,e,6.75
2014,m,12,e,6.57
2015,m,12,e,6.4
2016,m,12,e,6.24
2017,m,12,e,6.09
2018,m,12,e,5.95
2019,m,12,e,5.82
2020,m,12,e,5.7
2021,m,12,e,5.58
2022,m,12,e,5.47
2023,m,12,e,5.37
2024,m,12,e,5.27
2025,m,12,e,5.18
2026,m,12,e,5.1
2027,m,12,e,5.02
2028,m,12,e,4.94
2029,m,12,e,4.87
2030,m,12,e,4.8
2031,m,12,e,4.74
2032,m,12,e,4.68
2033,m,12,e,4.63
2034,m,12,e,4.57
2035,m,12,e,4.51
2036,m,12,e,4.46
2037,m,12,e,4.41
2038,m,12,e,4.35
2039,m,12,e,4.3
2040,m,12,e,4.25
2041,m,12,e,4.2
2042,m,12,e,4.15
2043,m,12,e,4.1
2044,m,12,e,4.05
2045,m,12,e,4.0
2046,m,12,e,3.95
2047,m,12,e,3.91
2048,m,12,e,3.86
2049,m,12,e,3.81
2050,m,12,e,3.77
2051,m,12,e,3.72
2052,m,12,e,3.68
2053,m,12,e,3.63
2054,m,12,e,3.59
2055,m,12,e,3.55
2056,m,12,e,3.5
2057,m,12,e,3.46
2058,m,12,e,3.42
2059,m,12,e,3.38
2060,m,12,e,3.34
2061,m,12,e,3.3
2062,m,12,e,3.26
2063,m,12,e,3.22
2064,m,12,e,3.18
2065,m,12,e,3.14
2066,m,12,e,3.11
2067,m,12,e,3.07
2068,m,12,e,3.03
2069,m,12,e,2.99
2070,m,12,e,2.96
1981,m,13,e,18.21
1982,m,13,e,21.04
1983,m,13,e,21.7
1984,m,13,e,20.13
1985,m,13,e,20.39
1986,m,13,e,15.96
1987,m,13,e,16.04
1988,m,13,e,20.51
1989,m,13,e,21.86
1990,m,13,e,17.07
1991,m,13,e,15.34
1992,m,13,e,16.71
1993,m,13,e,18.25
1994,m,13,e,16.46
1995,m,13,e,11.46
1996,m,13,e,13.83
1997,m,13,e,10.42
1998,m,13,e,8.73
1999,m,13,e,10.72
2000,m,13,e,10.65
2001,m,13,e,11.23
2002,m,13,e,10.36
2003,m,13,e,8.83
2004,m,13,e,11.73
2005,m,13,e,11.11
2006,m,13,e,14.51
2007,m,13,e,9.19
2008,m,13,e,8.98
2009,m,13,e,8.92
2010,m,13,e,8.65
2011,m,13,e,8.39
2012,m,13,e,8.15
2013,m,13,e,7.93
2014,m,13,e,7.71
2015,m,13,e,7.52
2016,m,13,e,7.33
2017,m,13,e,7.16
2018,m,13,e,6.99
2019,m,13,e,6.84
2020,m,13,e,6.69
2021,m,13,e,6.56
2022,m,13,e,6.43
2023,m,13,e,6.31
2024,m,13,e,6.2
2025,m,13,e,6.1
2026,m,13,e,6.0
2027,m,13,e,5.91
2028,m,13,e,5.83
2029,m,13,e,5.75
2030,m,13,e,5.67
2031,m,13,e,5.6
2032,m,13,e,5.53
2033,m,13,e,5.47
2034,m,13,e,5.4
2035,m,13,e,5.34
2036,m,13,e,5.27
2037,m,13,e,5.21
2038,m,13,e,5.15
2039,m,13,e,5.08
2040,m,13,e,5.02
2041,m,13,e,4.96
2042,m,13,e,4.9
2043,m,13,e,4.84
2044,m,13,e,4.79
2045,m,13,e,4.73
2046,m,13,e,4.67
2047,m,13,e,4.62
2048,m,13,e,4.56
2049,m,13,e,4.51
2050,m,13,e,4.45
2051,m,13,e,4.4
2052,m,13,e,4.35
2053,m,13,e,4.29
2054,m,13,e,4.24
2055,m,13,e,4.19
2056,m,13,e,4.14
2057,m,13,e,4.09
2058,m,13,e,4.04
2059,m,13,e,3.99
2060,m,13,e,3.95
2061,m,13,e,3.9
2062,m,13,e,3.85
2063,m,13,e,3.8
2064,m,13,e,3.76
2065,m,13,e,3.71
2066,m,13,e,3.67
2067,m,13,e,3.63
2068,m,13,e,3.58
2069,m,13,e,3.54
2070,m,13,e,3.5
1981,m,14,e,26.31
1982,m,14,e,27.25
1983,m,14,e,26.95
1984,m,14,e,24.94
1985,m,14,e,22.84
1986,m,14,e,19.07
1987,m,14,e,24.0
1988,m,14,e,22.13
1989,m,14,e,20.66
1990,m,14,e,20.09
1991,m,14,e,19.44
1992,m,14,e,18.5
1993,m,14,e,18.19
1994,m,14,e,14.26
1995,m,14,e,14.46
1996,m,14,e,12.51
1997,m,14,e,12.79
1998,m,14,e,10.86
1999,m,14,e,13.5
2000,m,14,e,13.47
2001,m,14,e,10.49
2002,m,14,e,14.58
2003,m,14,e,10.39
2004,m,14,e,14.17
2005,m,14,e,10.13
2006,m,14,e,12.96
2007,m,14,e,11.28
2008,m,14,e,11.19
2009,m,14,e,10.84
2010,m,14,e,10.5
2011,m,14,e,10.19
2012,m,14,e,9.89
2013,m,14,e,9.62
2014,m,14,e,9.36
2015,m,14,e,9.12
2016,m,14,e,8.9
2017,m,14,e,8.69
2018,m,14,e,8.49
2019,m,14,e,8.31
2020,m,14,e,8.14
2021,m,14,e,7.97
2022,m,14,e,7.82
2023,m,14,e,7.68
2024,m,14,e,7.55
2025,m,14,e,7.43
2026,m,14,e,7.32
2027,m,14,e,7.21
2028,m,14,e,7.11
2029,m,14,e,7.02
2030,m,14,e,6.93
2031,m,14,e,6.84
2032,m,14,e,6.76
2033,m,14,e,6.68
2034,m,14,e,6.6
2035,m,14,e,6.52
2036,m,14,e,6.44
2037,m,14,e,6.37
2038,m,14,e,6.29
2039,m,14,e,6.21
2040,m,14,e,6.14
2041,m,14,e,6.07
2042,m,14,e,5.99
2043,m,14,e,5.92
2044,m,14,e,5.85
2045,m,14,e,5.78
2046,m,14,e,5.71
2047,m,14,e,5.64
2048,m,14,e,5.57
2049,m,14,e,5.51
2050,m,14,e,5.44
2051,m,14,e,5.38
2052,m,14,e,5.31
2053,m,14,e,5.25
2054,m,14,e,5.18
2055,m,14,e,5.12
2056,m,14,e,5.06
2057,m,14,e,5.0
2058,m,14,e,4.94
2059,m,14,e,4.88
2060,m,14,e,4.82
2061,m,14,e,4.76
2062,m,14,e,4.71
2063,m,14,e,4.65
2064,m,14,e,4.59
2065,m,14,e,4.54
2066,m,14,e,4.49
2067,m,14,e,4.43
2068,m,14,e,4.38
2069,m,14,e,4.33
2070,m,14,e,4.27
1981,m,15,e,34.38
1982,m,15,e,32.11
1983,m,15,e,26.9
1984,m,15,e,23.27
1985,m,15,e,23.8
1986,m,15,e,24.87
1987,m,15,e,28.72
1988,m,15,e,24.56
1989,m,15,e,27.94
1990,m,15,e,22.12
1991,m,15,e,21.06
1992,m,15,e,26.7
1993,m,15,e,20.78
1994,m,15,e,26.44
1995,m,15,e,16.15
1996,m,15,e,16.31
1997,m,15,e,13.95
1998,m,15,e,14.82
1999,m,15,e,14.03
2000,m,15,e,18.45
2001,m,15,e,15.59
2002,m,15,e,17.1
2003,m,15,e,19.98
2004,m,15,e,13.76
2005,m,15,e,17.06
2006,m,15,e,14.41
2007,m,15,e,14.29
2008,m,15,e,13.82
2009,m,15,e,13.38
2010,m,15,e,12.97
2011,m,15,e,12.59
2012,m,15,e,12.23
2013,m,15,e,11.89
2014,m,15,e,11.58
2015,m,15,e,11.29
2016,m,15,e,11.02
2017,m,15,e,10.76
2018,m,15,e,10.52
2019,m,15,e,10.3
2020,m,15,e,10.09
2021,m,15,e,9.9
2022,m,15,e,9.72
2023,m,15,e,9.55
2024,m,15,e,9.39
2025,m,15,e,9.25
2026,m,15,e,9.11
2027,m,15,e,8.98
2028,m,15,e,8.87
2029,m,15,e,8.75
2030,m,15,e,8.65
2031,m,15,e,8.54
2032,m,15,e,8.44
2033,m,15,e,8.34
2034,m,15,e,8.24
2035,m,15,e,8.14
2036,m,15,e,8.04
2037,m,15,e,7.95
2038,m,15,e,7.85
2039,m,15,e,7.76
2040,m,15,e,7.67
2041,m,15,e,7.57
2042,m,15,e,7.48
2043,m,15,e,7.39
2044,m,15,e,7.3
2045,m,15,e,7.22
2046,m,15,e,7.13
2047,m,15,e,7.04
2048,m,15,e,6.96
2049,m,15,e,6.88
2050,m,15,e,6.79
2051,m,15,e,6.71
2052,m,15,e,6.63
2053,m,15,e,6.55
2054,m,15,e,6.47
2055,m,15,e,6.4
2056,m,15,e,6.32
2057,m,15,e,6.24
2058,m,15,e,6.17
2059,m,15,e,6.09
2060,m,15,e,6.02
2061,m,15,e,5.95
2062,m,15,e,5.88
2063,m,15,e,5.81
2064,m,15,e,5.74
2065,m,15,e,5.67
2066,m,15,e,5.6
2067,m,15,e,5.53
2068,m,15,e,5.47
2069,m,15,e,5.4
2070,m,15,e,5.34
1981,m,16,e,47.91
1982,m,16,e,47.76
1983,m,16,e,38.6
1984,m,16,e,40.67
1985,m,16,e,33.18
1986,m,16,e,40.67
1987,m,16,e,34.93
1988,m,16,e,31.84
1989,m,16,e,32.41
1990,m,16,e,35.59
1991,m,16,e,31.62
1992,m,16,e,34.18
1993,m,16,e,26.56
1994,m,16,e,21.38
1995,m,16,e,24.1
1996,m,16,e,17.73
1997,m,16,e,22.03
1998,m,16,e,22.38
1999,m,16,e,18.86
2000,m,16,e,21.11
2001,m,16,e,23.84
2002,m,16,e,22.49
2003,m,16,e,19.5
2004,m,16,e,15.21
2005,m,16,e,18.43
2006,m,16,e,18.27
2007,m,16,e,17.66
2008,m,16,e,17.09
2009,m,16,e,16.56
2010,m,16,e,16.06
2011,m,16,e,15.6
2012,m,16,e,15.16
2013,m,16,e,14.76
2014,m,16,e,14.38
2015,m,16,e,14.03
2016,m,16,e,13.7
2017,m,16,e,13.39
2018,m,16,e,13.11
2019,m,16,e,12.84
2020,m,16,e,12.59
2021,m,16,e,12.36
2022,m,16,e,12.15
2023,m,16,e,11.95
2024,m,16,e,11.76
2025,m,16,e,11.59
2026,m,16,e,11.42
2027,m,16,e,11.27
2028,m,16,e,11.13
2029,m,16,e,11.0
2030,m,16,e,10.86
2031,m,16,e,10.73
2032,m,16,e,10.6
2033,m,16,e,10.48
2034,m,16,e,10.35
2035,m,16,e,10.23
2036,m,16,e,10.1
2037,m,16,e,9.98
2038,m,16,e,9.86
2039,m,16,e,9.74
2040,m,16,e,9.63
2041,m,16,e,9.51
2042,m,16,e,9.4
2043,m,16,e,9.29
2044,m,16,e,9.17
2045,m,16,e,9.06
2046,m,16,e,8.96
2047,m,16,e,8.85
2048,m,16,e,8.74
2049,m,16,e,8.64
2050,m,16,e,8.53
2051,m,16,e,8.43
2052,m,16,e,8.33
2053,m,16,e,8.23
2054,m,16,e,8.13
2055,m,16,e,8.03
2056,m,16,e,7.94
2057,m,16,e,7.84
2058,m,16,e,7.75
2059,m,16,e,7.65
2060,m,16,e,7.56
2061,m,16,e,7.47
2062,m,16,e,7.38
2063,m,16,e,7.29
2064,m,16,e,7.21
2065,m,16,e,7.12
2066,m,16,e,7.03
2067,m,16,e,6.95
2068,m,16,e,6.87
2069,m,16,e,6.78
2070,m,16,e,6.7
1981,m,17,e,54.09
1982,m,17,e,61.09
1983,m,17,e,53.49
1984,m,17,e,55.59
1985,m,17,e,56.25
1986,m,17,e,49.8
1987,m,17,e,51.06
1988,m,17,e,54.84
1989,m,17,e,53.46
1990,m,17,e,47.92
1991,m,17,e,47.24
1992,m,17,e,45.57
1993,m,17,e,34.21
1994,m,17,e,31.65
1995,m,17,e,31.76
1996,m,17,e,27.81
1997,m,17,e,27.81
1998,m,17,e,27.9
1999,m,17,e,26.57
2000,m,17,e,31.19
2001,m,17,e,33.46
2002,m,17,e,26.12
2003,m,17,e,25.31
2004,m,17,e,23.35
2005,m,17,e,23.14
2006,m,17,e,22.36
2007,m,17,e,21.64
2008,m,17,e,20.96
2009,m,17,e,20.33
2010,m,17,e,19.74
2011,m,17,e,19.19
2012,m,17,e,18.68
2013,m,17,e,18.2
2014,m,17,e,17.75
2015,m,17,e,17.33
2016,m,17,e,16.94
2017,m,17,e,16.58
2018,m,17,e,16.24
2019,m,17,e,15.93
2020,m,17,e,15.63
2021,m,17,e,15.36
2022,m,17,e,15.1
2023,m,17,e,14.87
2024,m,17,e,14.65
2025,m,17,e,14.44
2026,m,17,e,14.25
2027,m,17,e,14.07
2028,m,17,e,13.9
2029,m,17,e,13.73
2030,m,17,e,13.57
2031,m,17,e,13.41
2032,m,17,e,13.25
2033,m,17,e,13.09
2034,m,17,e,12.93
2035,m,17,e,12.78
2036,m,17,e,12.62
2037,m,17,e,12.47
2038,m,17,e,12.32
2039,m,17,e,12.17
2040,m,17,e,12.03
2041,m,17,e,11.88
2042,m,17,e,11.74
2043,m,17,e,11.6
2044,m,17,e,11.46
2045,m,17,e,11.32
2046,m,17,e,11.19
2047,m,17,e,11.05
2048,m,17,e,10.92
2049,m,17,e,10.79
2050,m,17,e,10.66
2051,m,17,e,10.53
2052,m,17,e,10.4
2053,m,17,e,10.28
2054,m,17,e,10.16
2055,m,17,e,10.03
2056,m,17,e,9.91
2057,m,17,e,9.8
2058,m,17,e,9.68
2059,m,17,e,9.56
2060,m,17,e,9.45
2061,m,17,e,9.33
2062,m,17,e,9.22
2063,m,17,e,9.11
2064,m,17,e,9.0
2065,m,17,e,8.89
2066,m,17,e,8.79
2067,m,17,e,8.68
2068,m,17,e,8.58
2069,m,17,e,8.47
2070,m,17,e,8.37
1981,m,18,e,72.73
1982,m,18,e,79.39
1983,m,18,e,82.21
1984,m,18,e,73.44
1985,m,18,e,71.65
1986,m,18,e,63.62
1987,m,18,e,63.0
1988,m,18,e,60.17
1989,m,18,e,53.17
1990,m,18,e,53.35
1991,m,18,e,53.54
1992,m,18,e,48.1
1993,m,18,e,37.44
1994,m,18,e,49.56
1995,m,18,e,39.05
1996,m,18,e,42.3
1997,m,18,e,37.8
1998,m,18,e,36.2
1999,m,18,e,36.58
2000,m,18,e,44.66
2001,m,18,e,34.93
2002,m,18,e,31.79
2003,m,18,e,28.91
2004,m,18,e,28.66
2005,m,18,e,27.71
2006,m,18,e,26.82
2007,m,18,e,25.99
2008,m,18,e,25.21
2009,m,18,e,24.49
2010,m,18,e,23.81
2011,m,18,e,23.18
2012,m,18,e,22.59
2013,m,18,e,22.04
2014,m,18,e,21.52
2015,m,18,e,21.04
2016,m,18,e,20.6
2017,m,18,e,20.18
2018,m,18,e,19.79
2019,m,18,e,19.43
2020,m,18,e,19.09
2021,m,18,e,18.77
2022,m,18,e,18.48
2023,m,18,e,18.21
2024,m,18,e,17.95
2025,m,18,e,17.72
2026,m,18,e,17.49
2027,m,18,e,17.28
2028,m,18,e,17.07
2029,m,18,e,16.87
2030,m,18,e,16.67
2031,m,18,e,16.47
2032,m,18,e,16.27
2033,m,18,e,16.07
2034,m,18,e,15.88
2035,m,18,e,15.69
2036,m,18,e,15.5
2037,m,18,e,15.32
2038,m,18,e,15.13
2039,m,18,e,14.95
2040,m,18,e,14.77
2041,m,18,e,14.59
2042,m,18,e,14.42
2043,m,18,e,14.25
2044,m,18,e,14.08
2045,m,18,e,13.91
2046,m,18,e,13.74
2047,m,18,e,13.58
2048,m,18,e,13.41
2049,m,18,e,13.25
2050,m,18,e,13.09
2051,m,18,e,12.94
2052,m,18,e,12.78
2053,m,18,e,12.63
2054,m,18,e,12.48
2055,m,18,e,12.33
2056,m,18,e,12.18
2057,m,18,e,12.03
2058,m,18,e,11.89
2059,m,18,e,11.74
2060,m,18,e,11.6
2061,m,18,e,11.46
2062,m,18,e,11.33
2063,m,18,e,11.19
2064,m,18,e,11.06
2065,m,18,e,10.92
2066,m,18,e,10.79
2067,m,18,e,10.66
2068,m,18,e,10.54
2069,m,18,e,10.41
2070,m,18,e,10.28
1981,m,19,e,76.53
1982,m,19,e,86.19
1983,m,19,e,70.92
1984,m,19,e,64.7
1985,m,19,e,62.05
1986,m,19,e,67.88
1987,m,19,e,65.34
1988,m,19,e,59.38
1989,m,19,e,59.76
1990,m,19,e,57.01
1991,m,19,e,40.53
1992,m,19,e,39.28
1993,m,19,e,43.83
1994,m,19,e,46.02
1995,m,19,e,45.26
1996,m,19,e,45.99
1997,m,19,e,40.32
1998,m,19,e,39.62
1999,m,19,e,43.4
2000,m,19,e,41.53
2001,m,19,e,39.49
2002,m,19,e,34.39
2003,m,19,e,34.12
2004,m,19,e,33.01
2005,m,19,e,31.97
2006,m,19,e,31.0
2007,m,19,e,30.09
2008,m,19,e,29.24
2009,m,19,e,28.45
2010,m,19,e,27.71
2011,m,19,e,27.01
2012,m,19,e,26.37
2013,m,19,e,25.76
2014,m,19,e,25.19
2015,m,19,e,24.67
2016,m,19,e,24.17
2017,m,19,e,23.71
2018,m,19,e,23.28
2019,m,19,e,22.88
2020,m,19,e,22.51
2021,m,19,e,22.16
2022,m,19,e,21.83
2023,m,19,e,21.53
2024,m,19,e,21.25
2025,m,19,e,20.98
2026,m,19,e,20.73
2027,m,19,e,20.48
2028,m,19,e,20.23
2029,m,19,e,19.99
2030,m,19,e,19.75
2031,m,19,e,19.51
2032,m,19,e,19.28
2033,m,19,e,19.05
2034,m,19,e,18.82
2035,m,19,e,18.59
2036,m,19,e,18.37
2037,m,19,e,18.15
2038,m,19,e,17.93
2039,m,19,e,17.72
2040,m,19,e,17.5
2041,m,19,e,17.29
2042,m,19,e,17.09
2043,m,19,e,16.88
2044,m,19,e,16.68
2045,m,19,e,16.48
2046,m,19,e,16.28
2047,m,19,e,16.08
2048,m,19,e,15.89
2049,m,19,e,15.7
2050,m,19,e,15.51
2051,m,19,e,15.33
2052,m,19,e,15.14
2053,m,19,e,14.96
2054,m,19,e,14.78
2055,m,19,e,14.6
2056,m,19,e,14.43
2057,m,19,e,14.26
2058,m,19,e,14.08
2059,m,19,e,13.92
2060,m,19,e,13.75
2061,m,19,e,13.58
2062,m,19,e,13.42
2063,m,19,e,13.26
2064,m,19,e,13.1
2065,m,19,e,12.94
2066,m,19,e,12.79
2067,m,19,e,12.63
2068,m,19,e,12.48
2069,m,19,e,12.33
2070,m,19,e,12.19
1981,m,20,e,78.9
1982,m,20,e,86.37
1983,m,20,e,81.79
1984,m,20,e,74.4
1985,m,20,e,65.51
1986,m,20,e,67.74
1987,m,20,e,65.08
1988,m,20,e,72.83
1989,m,20,e,56.56
1990,m,20,e,50.73
1991,m,20,e,50.03
1992,m,20,e,44.51
1993,m,20,e,41.39
1994,m,20,e,45.52
1995,m,20,e,46.65
1996,m,20,e,49.31
1997,m,20,e,45.76
1998,m,20,e,50.46
1999,m,20,e,54.88
2000,m,20,e,51.83
2001,m,20,e,38.81
2002,m,20,e,38.55
2003,m,20,e,37.33
2004,m,20,e,36.2
2005,m,20,e,35.13
2006,m,20,e,34.14
2007,m,20,e,33.2
2008,m,20,e,32.33
2009,m,20,e,31.51
2010,m,20,e,30.75
2011,m,20,e,30.03
2012,m,20,e,29.36
2013,m,20,e,28.73
2014,m,20,e,28.14
2015,m,20,e,27.59
2016,m,20,e,27.07
2017,m,20,e,26.59
2018,m,20,e,26.14
2019,m,20,e,25.72
2020,m,20,e,25.33
2021,m,20,e,24.96
2022,m,20,e,24.62
2023,m,20,e,24.29
2024,m,20,e,23.99
2025,m,20,e,23.7
2026,m,20,e,23.41
2027,m,20,e,23.13
2028,m,20,e,22.85
2029,m,20,e,22.58
2030,m,20,e,22.31
2031,m,20,e,22.04
2032,m,20,e,21.78
2033,m,20,e,21.52
2034,m,20,e,21.26
2035,m,20,e,21.0
2036,m,20,e,20.75
2037,m,20,e,20.5
2038,m,20,e,20.26
2039,m,20,e,20.01
2040,m,20,e,19.77
2041,m,20,e,19.54
2042,m,20,e,19.3
2043,m,20,e,19.07
2044,m,20,e,18.84
2045,m,20,e,18.61
2046,m,20,e,18.39
2047,m,20,e,18.17
2048,m,20,e,17.95
2049,m,20,e,17.74
2050,m,20,e,17.52
2051,m,20,e,17.31
2052,m,20,e,17.11
2053,m,20,e,16.9
2054,m,20,e,16.7
2055,m,20,e,16.5
2056,m,20,e,16.3
2057,m,20,e,16.1
2058,m,20,e,15.91
2059,m,20,e,15.72
2060,m,20,e,15.53
2061,m,20,e,15.35
2062,m,20,e,15.16
2063,m,20,e,14.98
2064,m,20,e,14.8
2065,m,20,e,14.62
2066,m,20,e,14.45
2067,m,20,e,14.27
2068,m,20,e,14.1
2069,m,20,e,13.93
2070,m,20,e,13.77
1981,m,21,e,74.68
1982,m,21,e,78.2
1983,m,21,e,62.39
1984,m,21,e,69.65
1985,m,21,e,62.39
1986,m,21,e,69.72
1987,m,21,e,62.13
1988,m,21,e,65.21
1989,m,21,e,59.61
1990,m,21,e,49.3
1991,m,21,e,43.51
1992,m,21,e,42.64
1993,m,21,e,47.93
1994,m,21,e,47.37
1995,m,21,e,49.62
1996,m,21,e,43.83
1997,m,21,e,53.31
1998,m,21,e,52.42
1999,m,21,e,36.26
2000,m,21,e,41.34
2001,m,21,e,41.13
2002,m,21,e,39.9
2003,m,21,e,38.74
2004,m,21,e,37.66
2005,m,21,e,36.64
2006,m,21,e,35.68
2007,m,21,e,34.78
2008,m,21,e,33.94
2009,m,21,e,33.15
2010,m,21,e,32.41
2011,m,21,e,31.71
2012,m,21,e,31.05
2013,m,21,e,30.44
2014,m,21,e,29.86
2015,m,21,e,29.32
2016,m,21,e,28.81
2017,m,21,e,28.33
2018,m,21,e,27.89
2019,m,21,e,27.47
2020,m,21,e,27.07
2021,m,21,e,26.7
2022,m,21,e,26.35
2023,m,21,e,26.03
2024,m,21,e,25.71
2025,m,21,e,25.4
2026,m,21,e,25.1
2027,m,21,e,24.8
2028,m,21,e,24.5
2029,m,21,e,24.21
2030,m,21,e,23.91
2031,m,21,e,23.63
2032,m,21,e,23.34
2033,m,21,e,23.06
2034,m,21,e,22.79
2035,m,21,e,22.51
2036,m,21,e,22.24
2037,m,21,e,21.98
2038,m,21,e,21.71
2039,m,21,e,21.45
2040,m,21,e,21.2
2041,m,21,e,20.94
2042,m,21,e,20.69
2043,m,21,e,20.44
2044,m,21,e,20.2
2045,m,21,e,19.95
2046,m,21,e,19.71
2047,m,21,e,19.48
2048,m,21,e,19.24
2049,m,21,e,19.01
2050,m,21,e,18.79
2051,m,21,e,18.56
2052,m,21,e,18.34
2053,m,21,e,18.12
2054,m,21,e,17.9
2055,m,21,e,17.68
2056,m,21,e,17.47
2057,m,21,e,17.26
2058,m,21,e,17.06
2059,m,21,e,16.85
2060,m,21,e,16.65
2061,m,21,e,16.45
2062,m,21,e,16.25
2063,m,21,e,16.06
2064,m,21,e,15.86
2065,m,21,e,15.67
2066,m,21,e,15.49
2067,m,21,e,15.3
2068,m,21,e,15.12
2069,m,21,e,14.94
2070,m,21,e,14.76
1981,m,22,e,81.56
1982,m,22,e,78.64
1983,m,22,e,70.45
1984,m,22,e,73.52
1985,m,22,e,65.82
1986,m,22,e,65.47
1987,m,22,e,58.0
1988,m,22,e,56.15
1989,m,22,e,53.54
1990,m,22,e,45.94
1991,m,22,e,41.67
1992,m,22,e,45.71
1993,m,22,e,46.91
1994,m,22,e,50.19
1995,m,22,e,45.06
1996,m,22,e,49.62
1997,m,22,e,48.84
1998,m,22,e,40.38
1999,m,22,e,42.56
2000,m,22,e,42.42
2001,m,22,e,41.22
2002,m,22,e,40.1
2003,m,22,e,39.04
2004,m,22,e,38.04
2005,m,22,e,37.09
2006,m,22,e,36.21
2007,m,22,e,35.37
2008,m,22,e,34.59
2009,m,22,e,33.84
2010,m,22,e,33.15
2011,m,22,e,32.49
2012,m,22,e,31.87
2013,m,22,e,31.29
2014,m,22,e,30.74
2015,m,22,e,30.22
2016,m,22,e,29.73
2017,m,22,e,29.27
2018,m,22,e,28.84
2019,m,22,e,28.44
2020,m,22,e,28.05
2021,m,22,e,27.69
2022,m,22,e,27.34
2023,m,22,e,27.01
2024,m,22,e,26.69
2025,m,22,e,26.37
2026,m,22,e,26.05
2027,m,22,e,25.74
2028,m,22,e,25.43
2029,m,22,e,25.13
2030,m,22,e,24.83
2031,m,22,e,24.53
2032,m,22,e,24.23
2033,m,22,e,23.94
2034,m,22,e,23.65
2035,m,22,e,23.37
2036,m,22,e,23.09
2037,m,22,e,22.81
2038,m,22,e,22.54
2039,m,22,e,22.27
2040,m,22,e,22.0
2041,m,22,e,21.74
2042,m,22,e,21.48
2043,m,22,e,21.22
2044,m,22,e,20.97
2045,m,22,e,20.71
2046,m,22,e,20.46
2047,m,22,e,20.22
2048,m,22,e,19.98
2049,m,22,e,19.74
2050,m,22,e,19.5
2051,m,22,e,19.27
2052,m,22,e,19.04
2053,m,22,e,18.81
2054,m,22,e,18.58
2055,m,22,e,18.36
2056,m,22,e,18.14
2057,m,22,e,17.92
2058,m,22,e,17.71
2059,m,22,e,17.49
2060,m,22,e,17.28
2061,m,22,e,17.08
2062,m,22,e,16.87
2063,m,22,e,16.67
2064,m,22,e,16.47
2065,m,22,e,16.27
2066,m,22,e,16.08
2067,m,22,e,15.88
2068,m,22,e,15.69
2069,m,22,e,15.5
2070,m,22,e,15.32
1981,m,23,e,81.01
1982,m,23,e,72.91
1983,m,23,e,65.33
1984,m,23,e,65.55
1985,m,23,e,69.49
1986,m,23,e,61.78
1987,m,23,e,62.54
1988,m,23,e,47.53
1989,m,23,e,52.63
1990,m,23,e,50.75
1991,m,23,e,56.25
1992,m,23,e,53.37
1993,m,23,e,52.14
1994,m,23,e,44.24
1995,m,23,e,49.73
1996,m,23,e,47.3
1997,m,23,e,46.52
1998,m,23,e,43.06
1999,m,23,e,43.01
2000,m,23,e,41.87
2001,m,23,e,40.8
2002,m,23,e,39.79
2003,m,23,e,38.84
2004,m,23,e,37.93
2005,m,23,e,37.08
2006,m,23,e,36.27
2007,m,23,e,35.51
2008,m,23,e,34.79
2009,m,23,e,34.1
2010,m,23,e,33.46
2011,m,23,e,32.85
2012,m,23,e,32.27
2013,m,23,e,31.72
2014,m,23,e,31.21
2015,m,23,e,30.72
2016,m,23,e,30.26
2017,m,23,e,29.82
2018,m,23,e,29.41
2019,m,23,e,29.02
2020,m,23,e,28.65
2021,m,23,e,28.29
2022,m,23,e,27.95
2023,m,23,e,27.61
2024,m,23,e,27.28
2025,m,23,e,26.95
2026,m,23,e,26.63
2027,m,23,e,26.31
2028,m,23,e,26.0
2029,m,23,e,25.68
2030,m,23,e,25.38
2031,m,23,e,25.07
2032,m,23,e,24.77
2033,m,23,e,24.47
2034,m,23,e,24.18
2035,m,23,e,23.89
2036,m,23,e,23.6
2037,m,23,e,23.32
2038,m,23,e,23.04
2039,m,23,e,22.76
2040,m,23,e,22.49
2041,m,23,e,22.22
2042,m,23,e,21.95
2043,m,23,e,21.69
2044,m,23,e,21.43
2045,m,23,e,21.17
2046,m,23,e,20.92
2047,m,23,e,20.67
2048,m,23,e,20.42
2049,m,23,e,20.18
2050,m,23,e,19.93
2051,m,23,e,19.69
2052,m,23,e,19.46
2053,m,23,e,19.22
2054,m,23,e,18.99
2055,m,23,e,18.77
2056,m,23,e,18.54
2057,m,23,e,18.32
2058,m,23,e,18.1
2059,m,23,e,17.88
